Status,mark,Stand_ID.m,lng,lat,pattern_state
dead,dead,14,25.46956167,47.44061834,state2
dead,dead,14,25.46956167,47.44061834,state2
dead,dead,14,25.46956167,47.44061834,state2
dead,dead,14,25.47339833,47.44447834,state2
dead,dead,14,25.47339833,47.44447834,state2
dead,dead,14,25.47347833,47.44581334,state1
dead,dead,14,25.47347833,47.44581334,state1
dead,dead,14,25.47347833,47.44581334,state1
dead,dead,14,25.47196833,47.447005,state2
dead,dead,14,25.469765,47.448425,state2
dead,dead,14,25.469765,47.448425,state2
dead,dead,14,25.46619667,47.450105,state2
dead,dead,14,25.46619667,47.450105,state2
dead,dead,34,23.93400033,48.59345714,state3
dead,dead,34,23.93243853,48.59481194,state2
dead,dead,34,23.9341928,48.5948516,state2
dead,dead,34,23.93564963,48.59447624,state2
dead,dead,34,23.92915867,48.59621434,state2
dead,dead,34,23.9362895,48.59574414,state2
dead,dead,34,23.9270114,48.59796424,state2
dead,dead,34,23.92886111,48.59741667,state2
dead,dead,34,23.92705517,48.5990056,state2
dead,dead,35,23.90056203,48.60666147,state2
dead,dead,35,23.9047359,48.60828257,state2
dead,dead,35,23.9047359,48.60828257,state2
dead,dead,35,23.89817807,48.60939647,state1
dead,dead,36,23.9201726,48.6108209,state2
dead,dead,36,23.921903,48.6100669,state2
dead,dead,36,23.921903,48.6100669,state2
dead,dead,36,23.9198765,48.611707,state2
dead,dead,36,23.9216512,48.6113486,state2
dead,dead,36,23.92135383,48.61354674,state2
dead,dead,36,23.92135383,48.61354674,state2
dead,dead,36,23.9201409,48.61532667,state2
dead,dead,36,23.9201409,48.61532667,state2
dead,dead,36,23.9201409,48.61532667,state2
dead,dead,36,23.9166536,48.6164779,state1
dead,dead,36,23.9166536,48.6164779,state1
dead,dead,36,23.91807693,48.61630884,state2
dead,dead,20,19.90629961,49.19168628,state3
dead,dead,20,19.90629961,49.19168628,state3
dead,dead,20,19.89017648,49.19211971,state3
dead,dead,20,19.89017648,49.19211971,state3
dead,dead,21,19.19938238,49.01091354,state2
dead,dead,21,19.20399452,49.01655031,state2
dead,dead,22,20.16130747,49.21323705,state2
dead,dead,22,20.16130747,49.21323705,state2
dead,dead,22,20.16168419,49.21455809,state2
dead,dead,22,20.16168419,49.21455809,state2
dead,dead,22,20.16290339,49.21544207,state2
dead,dead,22,20.16290339,49.21544207,state2
dead,dead,22,20.16290339,49.21544207,state2
dead,dead,22,20.16463273,49.21518551,state3
dead,dead,22,20.16449272,49.21663562,state2
dead,dead,22,20.16449272,49.21663562,state2
dead,dead,22,20.16463004,49.21820262,state2
dead,dead,22,20.16463004,49.21820262,state2
dead,dead,23,19.97552331,49.16137261,state3
dead,dead,23,19.97666201,49.16407992,state2
dead,dead,23,19.98674319,49.17598553,state1
dead,dead,23,19.98896955,49.17597144,state2
dead,dead,23,19.98896955,49.17597144,state2
dead,dead,23,19.99090649,49.17848829,state2
dead,dead,23,19.99090649,49.17848829,state2
dead,dead,23,19.99090649,49.17848829,state2
dead,dead,25,20.19027609,49.23060513,state2
dead,dead,25,20.19027609,49.23060513,state2
dead,dead,25,20.19027609,49.23060513,state2
dead,dead,25,20.19405332,49.23077747,state2
dead,dead,25,20.19460671,49.23185806,state2
dead,dead,27,19.73845933,49.25598058,state2
dead,dead,27,19.74144251,49.25618293,state2
dead,dead,27,19.74144251,49.25618293,state2
dead,dead,27,19.74144251,49.25618293,state2
dead,dead,27,19.74168153,49.25391692,state2
dead,dead,27,19.71292734,49.27136186,state2
dead,dead,27,19.71292734,49.27136186,state2
dead,dead,28,19.30730238,49.52324867,state2
dead,dead,28,19.30730238,49.52324867,state2
dead,dead,29,19.21297051,48.98555156,state2
dead,dead,29,19.21902812,48.9912657,state2
dead,dead,37,24.09356973,48.55589814,state2
dead,dead,37,24.09341323,48.55713707,state2
dead,dead,37,24.09341323,48.55713707,state2
dead,dead,37,24.095189,48.55719627,state2
dead,dead,37,24.095189,48.55719627,state2
dead,dead,37,24.095189,48.55719627,state2
dead,dead,37,24.09309913,48.558122,state2
dead,dead,37,24.09338447,48.5593412,state2
dead,dead,37,24.09338447,48.5593412,state2
dead,dead,38,24.164414,48.5375224,state2
dead,dead,38,24.164414,48.5375224,state2
dead,dead,38,24.16857227,48.5374422,state2
dead,dead,38,24.1630026,48.5388088,state2
dead,dead,38,24.1630026,48.5388088,state2
dead,dead,1,,,state2
dead,dead,1,,,state2
dead,dead,1,,,state2
dead,dead,1,,,state2
dead,dead,1,,,state2
dead,dead,1,,,state2
dead,dead,2,,,state2
dead,dead,2,,,state2
dead,dead,2,,,state2
dead,dead,2,,,state2
dead,dead,2,,,state2
dead,dead,2,,,state2
dead,dead,2,,,state2
dead,dead,3,,,state2
dead,dead,3,,,state2
dead,dead,3,,,state2
dead,dead,3,,,state2
dead,dead,3,,,state2
dead,dead,35,23.90483697,48.607278,state2
dead,dead,24,,,state2
dead,dead,24,,,state2
dead,dead,24,,,state2
dead,dead,24,,,state2
dead,dead,24,,,state2
dead,dead,24,,,state2
dead,dead,24,,,state2
dead,dead,26,,,state2
dead,dead,26,,,state2
dead,dead,27,19.71076418,49.26585933,state2
dead,dead,15,,,state2
dead,dead,15,,,state1
dead,dead,15,,,state2
dead,dead,15,,,state2
dead,dead,15,,,state2
dead,dead,15,,,state2
dead,dead,30,,,state2
dead,dead,30,,,state2
dead,dead,30,,,state2
dead,dead,30,,,state2
dead,dead,30,,,state2
dead,dead,30,,,state2
dead,dead,31,,,state2
dead,dead,31,,,state2
dead,dead,31,,,state2
dead,dead,31,,,state2
dead,dead,31,,,state1
dead,dead,16,,,state2
dead,dead,16,,,state2
dead,dead,16,,,state3
dead,dead,33,,,state2
dead,dead,33,,,state2
dead,mortality,17,20.11334955,49.18591866,state2
dead,mortality,17,20.11334955,49.18591866,state2
dead,mortality,17,20.11334955,49.18591866,state2
dead,mortality,17,20.11794397,49.18626695,state2
dead,mortality,17,20.11797648,49.1887438,state2
dead,mortality,17,20.11496081,49.18980062,state2
dead,mortality,17,20.11463131,49.19231476,state2
dead,mortality,17,20.11788455,49.19113521,state2
dead,mortality,17,20.11378306,49.19314456,state2
dead,mortality,17,20.11804905,49.19390492,state2
dead,mortality,17,20.11410677,49.19675371,state2
dead,mortality,17,20.11410677,49.19675371,state2
dead,mortality,18,19.56681586,48.90603502,state2
dead,mortality,18,19.57382349,48.91130996,state2
dead,mortality,18,19.57208913,48.91270783,state2
dead,mortality,18,19.57599767,48.91408798,state2
dead,mortality,18,19.57599767,48.91408798,state2
dead,mortality,18,19.57599767,48.91408798,state2
dead,mortality,19,19.66317549,48.94579666,state2
dead,mortality,19,19.66744441,48.94627485,state2
dead,mortality,19,19.66744441,48.94627485,state2
dead,mortality,19,19.65760328,48.94673241,state2
dead,mortality,19,19.65939538,48.94648588,state2
dead,mortality,19,19.65939538,48.94648588,state2
dead,mortality,19,19.65939538,48.94648588,state2
dead,mortality,19,19.66487575,48.94702817,state2
dead,mortality,19,19.66713896,48.94750309,state2
dead,mortality,19,19.66911877,48.9474675,state2
dead,mortality,19,19.66148209,48.94812707,state1
dead,mortality,19,19.66309051,48.94793064,state2
dead,mortality,19,19.66309051,48.94793064,state2
dead,mortality,19,19.66476782,48.94819888,state2
dead,mortality,19,19.66748363,48.94842253,state2
dead,mortality,19,19.66996317,48.94865838,state1
dead,mortality,5,24.78242905,45.64323723,state2
dead,mortality,5,24.78242905,45.64323723,state2
dead,mortality,5,24.78699598,45.64057328,state2
dead,mortality,5,24.78699598,45.64057328,state2
dead,mortality,5,24.78434633,45.64098774,state1
dead,mortality,5,24.78434633,45.64098774,state1
dead,mortality,5,24.78958944,45.63779155,state2
dead,mortality,5,24.8039171,45.63601234,state1
dead,mortality,5,24.79690576,45.63556997,state1
dead,mortality,5,24.80259721,45.63433942,state1
dead,mortality,5,24.80259721,45.63433942,state1
dead,mortality,6,24.97045284,45.61915109,state2
dead,mortality,6,24.97045284,45.61915109,state2
dead,mortality,5,24.80067131,45.63264307,state1
dead,mortality,5,24.80067131,45.63264307,state1
dead,mortality,6,24.96689432,45.61993263,state1
dead,mortality,5,24.80000787,45.63001388,state2
dead,mortality,5,24.80000787,45.63001388,state2
dead,mortality,5,24.80091908,45.63773743,state1
dead,mortality,6,24.96897835,45.62240048,state1
dead,mortality,6,24.96034524,45.62298572,state2
dead,mortality,6,24.96421576,45.62350613,state1
dead,mortality,6,24.9647447,45.62564419,state2
dead,mortality,6,24.96706977,45.62437551,state1
dead,mortality,6,24.9596409,45.62637456,state2
dead,mortality,6,24.9596409,45.62637456,state2
dead,mortality,6,24.96225916,45.6271864,state2
dead,mortality,6,24.96787085,45.62766984,state2
dead,mortality,7,24.71950078,45.63313677,state2
dead,mortality,7,24.72210897,45.63331127,state2
dead,mortality,7,24.72024817,45.63768685,state2
dead,mortality,7,24.72225298,45.63745845,state1
dead,mortality,7,24.71957561,45.63988404,state2
dead,mortality,7,24.72459319,45.64082436,state2
dead,mortality,7,24.72459319,45.64082436,state2
dead,mortality,7,24.71866167,45.64495466,state2
dead,mortality,7,24.72574104,45.64601451,state2
dead,mortality,7,24.72574104,45.64601451,state2
dead,mortality,7,24.728899,45.64627347,state2
dead,mortality,8,24.73471738,45.63832133,state2
dead,mortality,8,24.73471738,45.63832133,state2
dead,mortality,8,24.73581896,45.64094786,state2
dead,mortality,8,24.74591106,45.63646995,state2
dead,mortality,8,24.74591106,45.63646995,state2
dead,mortality,8,24.74798051,45.63940994,state2
dead,mortality,8,24.74798051,45.63940994,state2
dead,mortality,8,24.7465518,45.64145626,state2
dead,mortality,8,24.74376237,45.63687179,state2
dead,mortality,9,24.69476696,45.6479144,state2
dead,mortality,9,24.69825407,45.6500011,state2
dead,mortality,9,24.69436769,45.64909222,state2
dead,mortality,9,24.69436769,45.64909222,state2
dead,mortality,9,24.69723195,45.64719074,state1
dead,mortality,9,24.70290489,45.63805072,state2
dead,mortality,9,24.70746312,45.64001477,state1
dead,mortality,9,24.70612414,45.63784341,state2
dead,mortality,9,24.70612414,45.63784341,state2
dead,mortality,9,24.70612414,45.63784341,state2
dead,mortality,10,24.67543242,45.63330043,state2
dead,mortality,11,24.58964827,45.62686777,state2
dead,mortality,11,24.58964827,45.62686777,state2
dead,mortality,11,24.59230262,45.63053835,state2
dead,mortality,11,24.59230262,45.63053835,state2
dead,mortality,11,24.59730706,45.62755402,state1
dead,mortality,11,24.59993096,45.63316681,state2
dead,mortality,11,24.59993096,45.63316681,state2
dead,mortality,12,24.41634187,45.55017274,state1
dead,mortality,12,24.4187306,45.55143246,state2
dead,mortality,12,24.42202268,45.55104489,state2
dead,mortality,12,24.43120034,45.55451973,state1
dead,mortality,12,24.4260911,45.55379402,state2
dead,mortality,12,24.43215192,45.5553476,state2
dead,mortality,12,24.43215192,45.5553476,state2
dead,mortality,12,24.43215192,45.5553476,state2
dead,mortality,13,24.60460051,45.57154964,state2
dead,mortality,13,24.60460051,45.57154964,state2
dead,mortality,13,24.60673039,45.57152971,state1
dead,mortality,13,24.61550181,45.57255959,state2
dead,mortality,13,24.61550181,45.57255959,state2
dead,mortality,13,24.62055674,45.5736121,state1
dead,mortality,13,24.62108408,45.57473441,state2
dead,mortality,13,24.61800364,45.57434771,state2
dead,mortality,13,24.61800364,45.57434771,state2
dead,mortality,13,24.61295125,45.5768763,state1
dead,mortality,13,24.61295125,45.5768763,state1
dead,mortality,13,24.6199704,45.57542636,state2
dead,mortality,13,24.6199704,45.57542636,state2
dead,mortality,14,25.472705,47.43439334,state2
dead,mortality,14,25.472705,47.43439334,state2
dead,mortality,14,25.47111,47.43696334,state2
dead,mortality,14,25.46956167,47.44061834,state2
dead,mortality,14,25.46956167,47.44061834,state2
dead,mortality,14,25.46956167,47.44061834,state2
dead,mortality,14,25.47339833,47.44447834,state1
dead,mortality,14,25.47339833,47.44447834,state1
dead,mortality,14,25.47347833,47.44581334,state1
dead,mortality,14,25.47347833,47.44581334,state1
dead,mortality,14,25.47347833,47.44581334,state1
dead,mortality,14,25.47196833,47.447005,state2
dead,mortality,14,25.469765,47.448425,state1
dead,mortality,14,25.469765,47.448425,state1
dead,mortality,14,25.46619667,47.450105,state2
dead,mortality,14,25.46619667,47.450105,state2
dead,mortality,34,23.93400033,48.59345714,state1
dead,mortality,34,23.93243853,48.59481194,state2
dead,mortality,34,23.9341928,48.5948516,state2
dead,mortality,34,23.93564963,48.59447624,state2
dead,mortality,34,23.92915867,48.59621434,state2
dead,mortality,34,23.9362895,48.59574414,state2
dead,mortality,34,23.9270114,48.59796424,state1
dead,mortality,34,23.92886111,48.59741667,state2
dead,mortality,34,23.92705517,48.5990056,state2
dead,mortality,35,23.90056203,48.60666147,state2
dead,mortality,35,23.9047359,48.60828257,state3
dead,mortality,35,23.9047359,48.60828257,state3
dead,mortality,35,23.89817807,48.60939647,state2
dead,mortality,36,23.9201726,48.6108209,state2
dead,mortality,36,23.921903,48.6100669,state2
dead,mortality,36,23.921903,48.6100669,state2
dead,mortality,36,23.9198765,48.611707,state2
dead,mortality,36,23.9216512,48.6113486,state2
dead,mortality,36,23.92135383,48.61354674,state2
dead,mortality,36,23.92135383,48.61354674,state2
dead,mortality,36,23.9201409,48.61532667,state2
dead,mortality,36,23.9201409,48.61532667,state2
dead,mortality,36,23.9201409,48.61532667,state2
dead,mortality,36,23.9166536,48.6164779,state2
dead,mortality,36,23.9166536,48.6164779,state2
dead,mortality,36,23.91807693,48.61630884,state2
dead,mortality,20,19.90629961,49.19168628,state2
dead,mortality,20,19.90629961,49.19168628,state2
dead,mortality,20,19.89017648,49.19211971,state2
dead,mortality,20,19.89017648,49.19211971,state2
dead,mortality,21,19.19938238,49.01091354,state1
dead,mortality,21,19.20399452,49.01655031,state2
dead,mortality,22,20.16130747,49.21323705,state2
dead,mortality,22,20.16130747,49.21323705,state2
dead,mortality,22,20.16168419,49.21455809,state2
dead,mortality,22,20.16168419,49.21455809,state2
dead,mortality,22,20.16290339,49.21544207,state2
dead,mortality,22,20.16290339,49.21544207,state2
dead,mortality,22,20.16290339,49.21544207,state2
dead,mortality,22,20.16463273,49.21518551,state2
dead,mortality,22,20.16449272,49.21663562,state2
dead,mortality,22,20.16449272,49.21663562,state2
dead,mortality,22,20.16463004,49.21820262,state2
dead,mortality,22,20.16463004,49.21820262,state2
dead,mortality,23,19.97552331,49.16137261,state2
dead,mortality,23,19.97666201,49.16407992,state2
dead,mortality,23,19.98674319,49.17598553,state1
dead,mortality,23,19.98896955,49.17597144,state2
dead,mortality,23,19.98896955,49.17597144,state2
dead,mortality,23,19.99090649,49.17848829,state2
dead,mortality,23,19.99090649,49.17848829,state2
dead,mortality,23,19.99090649,49.17848829,state2
dead,mortality,25,20.19027609,49.23060513,state2
dead,mortality,25,20.19027609,49.23060513,state2
dead,mortality,25,20.19027609,49.23060513,state2
dead,mortality,25,20.19405332,49.23077747,state1
dead,mortality,25,20.19460671,49.23185806,state2
dead,mortality,27,19.73845933,49.25598058,state2
dead,mortality,27,19.74144251,49.25618293,state2
dead,mortality,27,19.74144251,49.25618293,state2
dead,mortality,27,19.74144251,49.25618293,state2
dead,mortality,27,19.74168153,49.25391692,state1
dead,mortality,27,19.71292734,49.27136186,state2
dead,mortality,27,19.71292734,49.27136186,state2
dead,mortality,28,19.30730238,49.52324867,state1
dead,mortality,28,19.30730238,49.52324867,state1
dead,mortality,29,19.21297051,48.98555156,state2
dead,mortality,29,19.21902812,48.9912657,state2
dead,mortality,37,24.09356973,48.55589814,state2
dead,mortality,37,24.09341323,48.55713707,state2
dead,mortality,37,24.09341323,48.55713707,state2
dead,mortality,37,24.095189,48.55719627,state2
dead,mortality,37,24.095189,48.55719627,state2
dead,mortality,37,24.095189,48.55719627,state2
dead,mortality,37,24.09309913,48.558122,state2
dead,mortality,37,24.09338447,48.5593412,state2
dead,mortality,37,24.09338447,48.5593412,state2
dead,mortality,38,24.164414,48.5375224,state2
dead,mortality,38,24.164414,48.5375224,state2
dead,mortality,38,24.16857227,48.5374422,state2
dead,mortality,38,24.1630026,48.5388088,state2
dead,mortality,38,24.1630026,48.5388088,state2
dead,mortality,1,,,state2
dead,mortality,1,,,state2
dead,mortality,1,,,state2
dead,mortality,1,,,state1
dead,mortality,1,,,state2
dead,mortality,1,,,state2
dead,mortality,2,,,state2
dead,mortality,2,,,state2
dead,mortality,2,,,state2
dead,mortality,2,,,state2
dead,mortality,2,,,state2
dead,mortality,2,,,state2
dead,mortality,2,,,state2
dead,mortality,3,,,state2
dead,mortality,3,,,state2
dead,mortality,3,,,state2
dead,mortality,3,,,state2
dead,mortality,3,,,state2
dead,mortality,35,23.90483697,48.607278,state2
dead,mortality,24,,,state2
dead,mortality,24,,,state2
dead,mortality,24,,,state2
dead,mortality,24,,,state2
dead,mortality,24,,,state2
dead,mortality,24,,,state2
dead,mortality,24,,,state2
dead,mortality,26,,,state2
dead,mortality,26,,,state2
dead,mortality,27,19.71076418,49.26585933,state2
dead,mortality,15,,,state2
dead,mortality,15,,,state1
dead,mortality,15,,,state2
dead,mortality,15,,,state2
dead,mortality,15,,,state2
dead,mortality,15,,,state2
dead,mortality,30,,,state2
dead,mortality,30,,,state2
dead,mortality,30,,,state2
dead,mortality,30,,,state2
dead,mortality,30,,,state2
dead,mortality,30,,,state2
dead,mortality,31,,,state2
dead,mortality,31,,,state2
dead,mortality,31,,,state2
dead,mortality,31,,,state2
dead,mortality,31,,,state1
dead,mortality,16,,,state2
dead,mortality,16,,,state2
dead,mortality,16,,,state3
dead,mortality,33,,,state2
dead,mortality,33,,,state2
living,DBH,17,20.11334955,49.18591866,state2
living,DBH,17,20.11334955,49.18591866,state2
living,DBH,17,20.11334955,49.18591866,state2
living,DBH,17,20.11525598,49.18609441,state2
living,DBH,17,20.11525598,49.18609441,state2
living,DBH,17,20.11794397,49.18626695,state2
living,DBH,17,20.11797648,49.1887438,state2
living,DBH,17,20.11496081,49.18980062,state3
living,DBH,17,20.11363413,49.18881629,state2
living,DBH,17,20.11463131,49.19231476,state3
living,DBH,17,20.11788455,49.19113521,state3
living,DBH,17,20.11378306,49.19314456,state3
living,DBH,17,20.11804905,49.19390492,state2
living,DBH,17,20.1126026,49.19532722,state3
living,DBH,17,20.1116922,49.1974228,state2
living,DBH,17,20.1116922,49.1974228,state2
living,DBH,17,20.11410677,49.19675371,state2
living,DBH,17,20.11410677,49.19675371,state2
living,DBH,18,19.56896842,48.90498276,state3
living,DBH,18,19.56681586,48.90603502,state2
living,DBH,18,19.56910801,48.90612763,state2
living,DBH,18,19.57122584,48.90605116,state2
living,DBH,18,19.57122584,48.90605116,state2
living,DBH,18,19.57382349,48.91130996,state3
living,DBH,18,19.57208913,48.91270783,state2
living,DBH,18,19.57388732,48.91237883,state3
living,DBH,18,19.57367585,48.9138102,state2
living,DBH,18,19.57367585,48.9138102,state2
living,DBH,18,19.57599767,48.91408798,state2
living,DBH,18,19.57599767,48.91408798,state2
living,DBH,18,19.57599767,48.91408798,state2
living,DBH,18,19.58776704,48.92857321,state2
living,DBH,4,25.19113017,47.06588333,state2
living,DBH,19,19.66087163,48.94538818,state2
living,DBH,19,19.66317549,48.94579666,state2
living,DBH,19,19.66744441,48.94627485,state2
living,DBH,19,19.66744441,48.94627485,state2
living,DBH,19,19.65571453,48.94683516,state2
living,DBH,19,19.65760328,48.94673241,state2
living,DBH,19,19.65939538,48.94648588,state2
living,DBH,19,19.65939538,48.94648588,state2
living,DBH,19,19.65939538,48.94648588,state2
living,DBH,19,19.66140302,48.94674733,state2
living,DBH,19,19.66340979,48.94692,state2
living,DBH,19,19.66340979,48.94692,state2
living,DBH,19,19.66487575,48.94702817,state2
living,DBH,19,19.66713896,48.94750309,state2
living,DBH,19,19.66911877,48.9474675,state2
living,DBH,19,19.66148209,48.94812707,state2
living,DBH,19,19.66309051,48.94793064,state3
living,DBH,19,19.66309051,48.94793064,state3
living,DBH,19,19.66476782,48.94819888,state3
living,DBH,19,19.66748363,48.94842253,state2
living,DBH,19,19.66996317,48.94865838,state2
living,DBH,5,24.78242905,45.64323723,state2
living,DBH,5,24.78242905,45.64323723,state2
living,DBH,5,24.78699598,45.64057328,state3
living,DBH,5,24.78699598,45.64057328,state3
living,DBH,5,24.78434633,45.64098774,state2
living,DBH,5,24.78434633,45.64098774,state2
living,DBH,5,24.78958944,45.63779155,state3
living,DBH,5,24.8039171,45.63601234,state3
living,DBH,5,24.79690576,45.63556997,state2
living,DBH,5,24.80259721,45.63433942,state3
living,DBH,5,24.80259721,45.63433942,state3
living,DBH,6,24.97045284,45.61915109,state3
living,DBH,6,24.97045284,45.61915109,state3
living,DBH,5,24.80067131,45.63264307,state3
living,DBH,5,24.80067131,45.63264307,state3
living,DBH,6,24.96387691,45.62011656,state3
living,DBH,6,24.96387691,45.62011656,state3
living,DBH,5,24.79835112,45.63352635,state2
living,DBH,6,24.96689432,45.61993263,state3
living,DBH,5,24.80000787,45.63001388,state3
living,DBH,5,24.80000787,45.63001388,state3
living,DBH,5,24.79631879,45.63001772,state2
living,DBH,5,24.80091908,45.63773743,state2
living,DBH,6,24.96897835,45.62240048,state3
living,DBH,6,24.96034524,45.62298572,state2
living,DBH,6,24.96421576,45.62350613,state3
living,DBH,6,24.9647447,45.62564419,state2
living,DBH,6,24.96706977,45.62437551,state2
living,DBH,6,24.9596409,45.62637456,state3
living,DBH,6,24.9596409,45.62637456,state3
living,DBH,6,24.96225916,45.6271864,state2
living,DBH,6,24.96787085,45.62766984,state2
living,DBH,7,24.72208412,45.64664368,state3
living,DBH,7,24.72208412,45.64664368,state3
living,DBH,7,24.71950078,45.63313677,state3
living,DBH,7,24.72210897,45.63331127,state2
living,DBH,7,24.72024817,45.63768685,state3
living,DBH,7,24.72225298,45.63745845,state3
living,DBH,7,24.71957561,45.63988404,state3
living,DBH,7,24.72459319,45.64082436,state2
living,DBH,7,24.72459319,45.64082436,state2
living,DBH,7,24.72171958,45.64172783,state2
living,DBH,7,24.72171958,45.64172783,state2
living,DBH,7,24.71866167,45.64495466,state3
